Measure,Time,Ethnicity,Ethnicity_type,Geography_name,Geography_code,Geography_type,Value,Numerator,Denominator
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.87,2961,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.05,3053,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.18,79231,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.73,3863,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.3,175,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.27,31550,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.12,2573,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.96,3214,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,2.48,104501,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,1,18629,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,0.85,10360,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,0.24,114819,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,1.03,5787,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,3.54,9134,258249
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,10.2,26347,258249
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.79,4632,258249
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1,2579,258249
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,4.53,11697,258249
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,7.29,18815,258249
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,7.3,18841,258249
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,2.76,7135,258249
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.77,4568,258249
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.93,2403,258249
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.01,2602,258249
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.62,4193,258249
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,36.01,92999,258249
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.53,3959,258249
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.14,369,258249
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,14.51,37472,258249
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.46,3776,258249
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,2.61,6728,258249
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,21.06,54389,258249
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,17.34,44791,258249
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,5.33,13766,258249
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,52.2,134799,258249
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,4.07,10504,258249
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.65,9134,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,2.34,26347,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.04,4632,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.66,2579,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.4,11697,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.9,18815,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,3.17,18841,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,2.54,7135,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.07,4568,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.45,2403,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.76,2602,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.45,4193,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.21,92999,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.75,3959,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,0.64,369,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.51,37472,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,1.64,3776,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Waltham Forest,E09000031,Local Authority,2.02,6728,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,1.29,54389,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,2.4,44791,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,1.12,13766,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,0.28,134799,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Waltham Forest,E09000031,Local Authority,1.86,10504,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,2.82,8642,306995
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,3.17,9718,306995
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.49,1493,306995
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.21,3715,306995
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,3.18,9770,306995
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,4.83,14818,306995
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,4.01,12297,306995
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.84,5641,306995
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.51,4642,306995
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.66,2034,306995
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.27,3887,306995
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.52,4678,306995
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,53.34,163739,306995
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,2.5,7664,306995
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.05,163,306995
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,15.52,47650,306995
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.77,2350,306995
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.33,4094,306995
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,10.86,33338,306995
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,10.67,32756,306995
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,4.96,15241,306995
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,71.41,219216,306995
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,2.1,6444,306995
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.61,8642,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.86,9718,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.33,1493,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.94,3715,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.17,9770,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.5,14818,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,2.07,12297,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,2.01,5641,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.09,4642,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.23,2034,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.14,3887,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.61,4678,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.36,163739,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.44,7664,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,0.28,163,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.92,47650,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.02,2350,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Wandsworth,E09000032,Local Authority,1.23,4094,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,0.79,33338,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,1.76,32756,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,1.24,15241,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,0.45,219216,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Wandsworth,E09000032,Local Authority,1.14,6444,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Westminster,E09000033,Local Authority,3.29,7213,219396
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Westminster,E09000033,Local Authority,1.06,2328,219396
